File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
427, 1515560093, 9921902, 1748395571, 2038044
428, 1525432750, 10014256, 1607591302, 2778441
429, 1535283858, 10060809, 1640917589, 732678
42, 4538018, 4593, 4744311, 4696
430, 1545250229, 10154560, 1628158325, 1241860
431, 1555225118, 10201445, 3316055393, 180681295
432, 1565258550, 10295305, 1667503477, 11828913
433, 1575360456, 10342944, 3360819967, 183111955
434, 1585443396, 10438218, 1702332180, 699780
435, 1595571071, 10486198, 1752891270, 959136
436, 1605734851, 10582010, 1698503994, 3168870
437, 1615994844, 10630308, 1749250566, 1350189
438, 1626303983, 10727565, 1904732561, 2063071
439, 1636618305, 10776197, 3497341345, 190919801
43, 4774862, 4645, 6518648, 4415
440, 1646991087, 10873552, 1760027557, 12779139
441, 1657407002, 10922954, 1760242477, 12583461
442, 1667821606, 11021749, 1845225502, 18507014
443, 1678364619, 11071501, 3590420509, 196373703
444, 1688899472, 11170860, 1785758245, 1264873
445, 1699447016, 11220919, 2033516580, 2854999
446, 1710095829, 11321732, 1803589706, 6150090
447, 1720764142, 11372141, 1817674189, 4297124
448, 1731482816, 11473056, 1841843189, 12971897
449, 1742240125, 11524262, 3733051889, 204151837
44, 5027210, 4800, 5146361, 4859
450, 1753049696, 11626644, 1927184433, 18462126
451, 1763891245, 11678189, 1971565123, 1866568
452, 1774765324, 11781133, 2188786930, 3251616
453, 1785735129, 11833011, 1886495466, 4497377
454, 1796678771, 11937449, 1895205600, 6475552
455, 1807752694, 11989667, 2089100047, 2267949
456, 1818801188, 12094217, 1966823840, 16038280
457, 1829938022, 12147235, 3929081253, 215250668
458, 1841108240, 12253283, 1942217922, 6589607
459, 1852298866, 12306649, 1973488452, 690341
45, 5285978, 4847, 5442588, 5095
460, 1863579369, 12413261, 2018091750, 848831
461, 1874880560, 12466974, 4029632925, 220947836
462, 1886229834, 12575101, 1988681465, 1140451
463, 1897603270, 12629178, 4080524743, 223940940
464, 1909067008, 12737406, 2094192818, 18947124
465, 1920563972, 12792282, 2064379805, 753511
466, 1932087650, 12902029, 2740778029, 6930653
467, 1943635424, 12957276, 4183629537, 230004116
468, 1955267440, 13067606, 2092391603, 701130
469, 1966936181, 13123198, 2275542921, 2620773
46, 5555523, 4959, 5689930, 5808
470, 1978644481, 13235070, 2111291109, 797630
471, 1990421323, 13291019, 2103341226, 4992103
472, 2002256005, 13403007, 2289367478, 1943856
473, 2014036278, 13459776, 2152252687, 877769
474, 2026002231, 13573304, 2150474887, 2957629
475, 2037933149, 13630444, 2158731345, 918809
476, 2049899994, 13744581, 2168170989, 805418
477, 2061962903, 13802068, 2178077926, 1894888
478, 2074044910, 13917752, 2188747477, 7520386
479, 2086207754, 13975598, 4503370732, 247945492
47, 5828140, 5008, 8105802, 4731
480, 2098344311, 14091404, 2238857647, 16474366
481, 2110560959, 14150098, 2261976442, 1067480
482, 2122881295, 14267483, 3017794821, 7646677
483, 2135173930, 14326542, 2314084431, 19953915
484, 2147501308, 14444520, 2330751724, 996071
485, 2159938229, 14503947, 2592518529, 3625484
486, 2172360527, 14623518, 2314588190, 761099
487, 2184893854, 14683307, 4725213060, 260565659
488, 2197446557, 14802994, 2514831525, 2137021
489, 2210030874, 14863636, 2871680159, 5598534
48, 6113401, 5193, 6264316, 6026
490, 2222727640, 14984927, 2573512438, 20324762
491, 2235388477, 15045953, 4838824286, 267270391
492, 2248168777, 15167846, 2371660309, 1531273
493, 2260951512, 15229233, 2436944120, 1478530
494, 2273740614, 15352761, 2398704294, 1465530
495, 2286670264, 15414517, 2436414441, 795413
496, 2299566718, 15538151, 2525868710, 23125965
497, 2312577935, 15600779, 2679881876, 3065928
498, 2325639878, 15726040, 2735176006, 2953778
499, 2338676722, 15789054, 5071464806, 280532702
49, 6401729, 5245, 6745277, 5486
500, 2351818468, 15914926, 2488346793, 994873
50, 6708876, 5357, 7163311, 5647
51, 7008084, 5420, 7749550, 6061
52, 7323954, 5613, 7588973, 6008
53, 7645775, 5667, 10912858, 5396
54, 7976099, 5784, 8475600, 6212
55, 8325953, 5846, 8946288, 7367
56, 8680230, 6062, 9134017, 6500
57, 9033326, 6118, 9322644, 7198
58, 9405556, 6243, 9659241, 7526
59, 9774849, 6307, 14282967, 31808
60, 10167213, 6537, 10548356, 9216
61, 10562119, 6601, 15544752, 34830
62, 10963525, 36992, 11268672, 8271
63, 11375373, 38111, 12093686, 7927
64, 11802267, 40302, 12135560, 8468
65, 12227170, 41536, 12762365, 9330
66, 12672093, 44279, 13097134, 9598
67, 13124320, 45514, 19727886, 44767
68, 13581025, 48031, 14961246, 8307
69, 14061337, 49314, 14541529, 11261
70, 14544228, 51920, 15528951, 17052
71, 15030880, 53262, 22890066, 52495
72, 15531467, 56035, 16068156, 10789
73, 16053765, 57505, 24596423, 56761
74, 16574865, 60363, 17074934, 10229
75, 17112932, 61897, 17874330, 14961
76, 17651996, 65017, 18190963, 10611
77, 18203523, 66607, 19549700, 13361
78, 18769900, 69811, 19349731, 11139
79, 19351206, 71460, 30179637, 70550
80, 19941028, 74871, 20563713, 11407
81, 20536676, 76660, 21276311, 14128
